short_name,long_name,age,nationality_name,player_positions,club_name,league_name,league_level,value_eur,wage_eur,release_clause_eur,overall,potential,international_reputation,pace,shooting,passing,dribbling,defending,physic,preferred_foot,weak_foot,skill_moves,attacking_finishing,attacking_short_passing,attacking_crossing,skill_dribbling,skill_ball_control,mentality_vision,mentality_composure,power_stamina,power_strength,movement_acceleration,movement_sprint_speed,movement_agility,defending_marking_awareness,defending_standing_tackle,mentality_positioning,work_rate,body_type
P. Stępiński,Patryk Stępiński,28,Poland,"RB, CB",Widzew Lodz,Ekstraklasa,1.0,775000.0,2000.0,1000000.0,66,66,1,70.0,33.0,54.0,60.0,65.0,70.0,Right,3,2,32,58,54,55,59,60,51.0,72,71,70,70,73,67,66,46,Medium/Medium,Lean (170-185)
R. Benatelli,Rico Benatelli,31,Germany,"CDM, CM",Austria Klagenfurt,Bundesliga,1.0,600000.0,3000.0,870000.0,66,66,1,46.0,60.0,66.0,67.0,61.0,68.0,Right,4,3,55,71,64,64,70,63,73.0,65,74,57,37,66,63,60,60,Medium/Low,Normal (170-185)
P. Klewin,Philipp Mickel Klewin,29,Germany,GK,VfB Lübeck,3. Liga,3.0,575000.0,1000.0,834000.0,66,66,1,,,,,,,Right,2,1,17,23,16,17,19,18,29.0,30,68,42,40,35,21,19,15,Medium/Medium,Normal (185+)
M. Schwabl,Markus Schwabl,32,Germany,"RB, CB",Unterhaching,3. Liga,3.0,600000.0,850.0,870000.0,66,66,1,71.0,41.0,58.0,60.0,60.0,74.0,Right,2,2,35,63,68,56,62,42,54.0,90,66,71,71,69,61,63,44,Medium/High,Lean (170-185)
T. Schröck,Tobias Schröck,30,Germany,"CB, CDM",Ingolstadt,3. Liga,3.0,700000.0,3000.0,1000000.0,66,66,1,64.0,63.0,58.0,59.0,65.0,77.0,Right,3,2,53,63,57,58,60,51,58.0,82,78,62,66,57,65,66,53,Medium/Medium,Normal (185+)
A. Chipciu,Alexandru Mihăiță Chipciu,34,Romania,"RM, LM, RB",Universitatea Cluj,Liga 1,1.0,400000.0,3000.0,540000.0,66,66,1,73.0,63.0,63.0,65.0,51.0,69.0,Right,4,3,61,67,62,63,65,60,68.0,80,64,75,71,70,40,56,64,High/High,Normal (170-185)
A. Nabbout,Andrew Nabbout,30,Australia,"RM, LM",Melbourne City,A-League,1.0,825000.0,4000.0,1000000.0,66,66,1,79.0,66.0,61.0,66.0,47.0,79.0,Right,3,3,62,60,65,66,62,65,63.0,75,83,79,79,75,42,50,64,High/Medium,Stocky (170-185)
S. Maguire,Sean Maguire,29,Republic of Ireland,ST,Carlisle United,League One,3.0,850000.0,3000.0,1500000.0,66,66,1,82.0,62.0,56.0,70.0,36.0,61.0,Right,3,3,66,62,53,68,69,63,65.0,70,59,86,78,85,44,28,66,High/Medium,Normal (170-185)
B. Halimi,Besar Halimi,28,Kosovo,"CAM, CM",Hallescher FC,3. Liga,3.0,850000.0,1000.0,1200000.0,66,66,1,61.0,63.0,65.0,71.0,53.0,53.0,Left,3,3,62,68,60,69,68,66,61.0,67,41,74,50,86,54,56,64,Medium/Medium,Normal (170-)
J. Obiang,Johann Serge Obiang,29,Gabon,"LWB, LB, RWB",Pau,Ligue 2,2.0,750000.0,2000.0,1300000.0,66,66,1,85.0,52.0,58.0,65.0,58.0,64.0,Left,2,3,52,58,63,61,62,58,59.0,75,60,86,84,82,60,59,55,High/Medium,Normal (170-)
R. Philippoteaux,Romain Philippoteaux,35,France,"LW, RW, CAM",NorthEast United,Super League,1.0,350000.0,500.0,473000.0,66,66,1,67.0,65.0,62.0,68.0,42.0,46.0,Right,3,3,65,61,64,65,67,65,64.0,48,47,71,64,81,42,34,67,High/Medium,Lean (170-)
R. Sigurjónsson,Rúnar Már Sigurlaugarson Sigurjónsson,33,Iceland,"CM, CAM",Voluntari,Liga 1,1.0,525000.0,4000.0,709000.0,66,66,1,65.0,68.0,69.0,66.0,48.0,75.0,Right,4,3,66,69,65,65,69,71,70.0,75,75,66,65,64,45,50,64,High/Medium,Normal (170-185)
Gonçalo Silva,Gonçalo Filipe Oliveira Silva,32,Portugal,CB,Farense,Liga Portugal,1.0,550000.0,2000.0,1200000.0,66,66,1,45.0,34.0,50.0,48.0,67.0,69.0,Right,2,2,29,63,37,40,49,35,68.0,65,72,37,52,59,67,67,30,Medium/High,Normal (185+)
D. Bojanić,Darijan Bojanić,28,Sweden,"CM, CDM",Ulsan,K League 1,1.0,850000.0,4000.0,1100000.0,66,66,1,43.0,61.0,72.0,67.0,56.0,65.0,Right,4,3,57,73,73,66,68,70,69.0,56,72,52,36,65,56,57,59,Low/Low,Stocky (170-185)
Lucas,Lucas Alves de Araújo,30,Brazil,CB,Dinamo Bucureşti,Liga 1,1.0,700000.0,2000.0,945000.0,66,66,1,37.0,39.0,47.0,39.0,66.0,81.0,Right,3,2,42,60,43,25,54,33,59.0,79,88,34,39,34,66,67,30,Medium/Medium,Normal (185+)
O. Bosso,Osvaldo Javier Bosso Torres,29,Chile,"CB, CDM, CM",Audax Italiano,Primera Division,1.0,725000.0,1000.0,979000.0,66,66,1,75.0,38.0,56.0,58.0,67.0,67.0,Right,3,2,31,65,53,52,59,44,58.0,69,66,74,75,70,67,68,54,Medium/High,Normal (170-185)
J. Gammelby,Jens Martin Gammelby,28,Denmark,"RWB, RB",HamKam,Eliteserien,1.0,775000.0,1000.0,969000.0,66,66,1,73.0,56.0,58.0,63.0,60.0,77.0,Right,4,3,56,60,59,63,65,57,61.0,80,78,73,73,60,57,64,62,High/Medium,Normal (185+)
D. Murillo,Jesús David Murillo León,29,Colombia,RB,Deportivo Pereira,Liga BetPlay,1.0,750000.0,650.0,1100000.0,66,66,1,74.0,37.0,57.0,65.0,60.0,66.0,Right,2,3,34,63,66,64,66,56,55.0,73,68,75,73,70,52,63,57,Medium/Medium,Normal (170-185)
M. Jorquera,Marcelo Pablo Jorquera Silva,30,Chile,"LB, LM",Cobresal,Primera Division,1.0,725000.0,1000.0,979000.0,66,66,1,74.0,39.0,60.0,63.0,60.0,70.0,Left,3,2,35,66,67,60,66,51,60.0,70,72,76,72,75,56,67,58,Medium/Medium,Normal (170-185)
F. Flores,Felipe Ignacio Flores Chandia,36,Chile,"ST, LW",Magallanes,Primera Division,1.0,300000.0,1000.0,405000.0,66,66,1,72.0,65.0,58.0,67.0,28.0,67.0,Left,2,3,69,63,63,67,66,48,67.0,76,70,77,67,72,42,17,70,Medium/Medium,Normal (170-185)
D. Asprilla,Dairon Estibens Asprilla Rivas,31,Colombia,"LM, RM, ST",Portland Timbers,Major League Soccer,1.0,700000.0,3000.0,1100000.0,66,66,1,74.0,71.0,61.0,67.0,44.0,71.0,Right,3,3,70,64,59,68,64,62,61.0,71,70,75,73,73,40,45,67,High/Medium,Normal (170-185)
A. Acevedo,Albert Alejandro Acevedo Vergara,40,Chile,CB,Magallanes,Primera Division,1.0,,750.0,,66,66,1,42.0,29.0,41.0,39.0,67.0,70.0,Right,3,2,26,52,27,28,40,39,58.0,66,73,33,49,50,69,67,32,Medium/Medium,Normal (170-185)
T. Biasci,Tommaso Biasci,28,Italy,"ST, CF",Catanzaro,Serie B,2.0,875000.0,2000.0,1400000.0,66,66,1,75.0,64.0,54.0,65.0,34.0,64.0,Right,4,2,67,57,50,64,65,61,64.0,63,65,77,74,69,25,35,69,High/Medium,Normal (170-185)
J. Marriott,Jack Marriott,28,England,ST,Fleetwood Town,League One,3.0,875000.0,4000.0,1500000.0,66,66,1,80.0,65.0,51.0,67.0,26.0,64.0,Right,4,2,66,58,41,63,64,58,69.0,70,66,83,78,82,20,25,67,High/Medium,Normal (170-185)
M. Ibáñez,Matías Alejandro Ibáñez Basualdo,36,Argentina,GK,Colón,Liga Profesional,1.0,90000.0,2000.0,135000.0,66,66,1,,,,,,,Right,2,1,8,22,15,10,14,34,43.0,33,71,38,41,33,18,18,13,Medium/Medium,Normal (170-185)
L. Kruspzky,Lucas Nahuel Kruspzky,31,Argentina,LB,Patronato,Liga Profesional,1.0,625000.0,4000.0,906000.0,66,66,1,75.0,35.0,49.0,59.0,62.0,67.0,Left,3,2,34,52,51,53,63,42,58.0,74,60,75,75,70,59,68,54,Medium/Medium,Lean (170-185)
M. Urruti,Maximiliano Nicolás Urruti Mussa,32,Argentina,ST,Austin,Major League Soccer,1.0,700000.0,3000.0,1000000.0,66,66,1,70.0,66.0,61.0,69.0,54.0,70.0,Right,2,3,66,66,54,69,68,63,65.0,85,61,74,66,81,48,60,66,Medium/High,Lean (170-185)
M. Dávila,Misael Aldair Dávila Carvajal,31,Chile,"CM, LM",Palestino,Primera Division,1.0,700000.0,2000.0,945000.0,66,66,1,80.0,63.0,66.0,70.0,54.0,65.0,Left,3,2,60,72,57,68,67,63,66.0,75,63,79,81,86,49,59,66,High/Medium,Normal (170-185)
L. Albertengo,Lucas Gabriel Albertengo,32,Argentina,ST,Instituto,Liga Profesional,1.0,700000.0,4000.0,1100000.0,66,66,1,65.0,66.0,63.0,64.0,27.0,69.0,Right,3,3,66,64,62,64,66,67,68.0,73,71,63,66,65,20,21,70,High/Medium,Lean (185+)
J. Łukowski,Jakub Łukowski,27,Poland,"LM, ST, RM",Korona Kielce,Ekstraklasa,1.0,900000.0,2000.0,1200000.0,66,66,1,80.0,65.0,60.0,68.0,35.0,60.0,Right,3,3,65,63,60,67,63,59,61.0,73,57,81,80,84,25,25,65,High/Medium,Lean (170-185)
M. Lauritsen,Mads Lauritsen,30,Denmark,CB,Viborg,Superliga,1.0,700000.0,3000.0,875000.0,66,66,1,42.0,42.0,49.0,47.0,66.0,75.0,Right,2,2,40,60,42,43,55,44,54.0,71,82,39,45,36,67,67,32,Low/Medium,Normal (185+)
S. Handle,Simon Handle,30,Germany,"LM, RM",Viktoria Köln,3. Liga,3.0,825000.0,3000.0,1200000.0,66,66,1,83.0,59.0,57.0,70.0,56.0,60.0,Right,3,3,62,60,60,69,65,58,51.0,82,51,86,81,90,56,60,57,High/Medium,Lean (170-)
F. Ballas,Florian Ballas,30,Germany,CB,Jahn Regensburg,3. Liga,3.0,700000.0,2000.0,1000000.0,66,66,1,55.0,41.0,43.0,38.0,64.0,76.0,Right,3,2,28,51,31,31,44,51,60.0,46,94,34,72,32,64,65,28,Low/Medium,Normal (185+)
A. Powell,Alvas Elvis Powell,28,Jamaica,"RB, RWB, RM",Cincinnati,Major League Soccer,1.0,775000.0,2000.0,1200000.0,66,66,1,88.0,45.0,55.0,63.0,58.0,73.0,Right,3,3,37,53,60,64,62,59,59.0,72,73,83,92,75,54,62,60,High/Medium,Normal (170-185)
Marco Sangalli,Marco Sangalli Fuentes,31,Spain,"RM, LM, CM",Racing Santander,La Liga 2,2.0,700000.0,3000.0,1100000.0,66,66,1,68.0,69.0,66.0,66.0,53.0,61.0,Right,3,3,65,66,65,65,66,66,70.0,70,63,70,67,69,53,56,59,Medium/Medium,Lean (170-185)
S. Kutschke,Stefan Kutschke,34,Germany,ST,Dynamo Dresden,3. Liga,3.0,425000.0,3000.0,616000.0,66,66,1,55.0,67.0,45.0,53.0,39.0,83.0,Right,3,2,67,53,38,49,59,50,72.0,68,92,35,72,44,28,53,69,Medium/Medium,Lean (185+)
B. Cerezo,Bernardo Humberto Cerezo Rojas,28,Chile,"CB, RB",Ñublense,Primera Division,1.0,725000.0,3000.0,979000.0,66,66,1,66.0,39.0,48.0,58.0,64.0,82.0,Right,3,2,22,56,51,54,57,40,57.0,87,81,64,68,63,65,64,63,High/Medium,Stocky (170-185)
E. Kabashi,Elvis Kabashi,29,Albania,"CM, CAM",Reggiana,Serie B,2.0,825000.0,1000.0,1300000.0,66,66,1,70.0,53.0,62.0,69.0,56.0,65.0,Left,2,3,48,74,46,69,70,62,57.0,64,73,71,69,73,55,58,55,Medium/Medium,Normal (170-185)
Cristian Ponde,Cristian Ioan Ponde,28,Portugal,"ST, RW",Farense,Liga Portugal,1.0,875000.0,2000.0,1800000.0,66,66,1,77.0,65.0,54.0,69.0,22.0,62.0,Right,3,3,65,56,47,70,68,54,54.0,64,63,78,77,72,20,15,67,High/Medium,Normal (170-185)
E. Boateng,Emmanuel Agyenim Boateng,29,Ghana,"LM, RM",New England,Major League Soccer,1.0,850000.0,3000.0,1300000.0,66,66,1,89.0,61.0,60.0,67.0,41.0,63.0,Left,2,3,62,65,55,64,63,64,58.0,55,71,90,89,91,41,49,60,High/Medium,Stocky (170-)
C. Washington,Conor James Washington,31,Northern Ireland,ST,Derby County,League One,3.0,725000.0,5000.0,1300000.0,66,66,1,75.0,66.0,58.0,65.0,34.0,72.0,Right,3,2,66,60,57,64,65,62,65.0,71,71,76,74,73,36,29,65,High/Medium,Stocky (170-185)
M. Schultz,Michael Schultz,30,Germany,CB,Viktoria Köln,3. Liga,3.0,700000.0,2000.0,1000000.0,66,66,1,49.0,26.0,44.0,51.0,65.0,74.0,Right,3,2,23,65,29,52,56,24,50.0,56,86,44,53,33,65,66,24,Low/Medium,Normal (185+)
K. Molino,Kevin Molino,33,Trinidad and Tobago,"CAM, LM, CF",Columbus Crew,Major League Soccer,1.0,525000.0,3000.0,761000.0,66,66,1,69.0,65.0,64.0,68.0,48.0,60.0,Right,3,3,65,66,61,68,66,66,68.0,53,66,69,69,68,49,53,66,Medium/Medium,Lean (170-185)
S. Torales,Silvio Gabriel Torales Castillo,31,Paraguay,"CM, CDM",Sportivo Ameliano,Primera División,1.0,700000.0,500.0,1500000.0,66,66,1,72.0,57.0,64.0,69.0,64.0,62.0,Right,3,3,48,70,59,66,68,63,67.0,66,64,70,74,80,59,66,62,High/High,Stocky (170-185)
Gabriel,Gabriel Rodrigues de Moura,35,Brazil,"RB, LB",Dinamo Bucureşti,Liga 1,1.0,275000.0,2000.0,371000.0,66,66,1,72.0,44.0,59.0,62.0,61.0,78.0,Right,2,3,38,64,57,60,61,59,68.0,87,72,74,70,65,61,64,56,Medium/High,Normal (170-185)
R. Muñoz,Rodrigo Martín Muñoz Salomón,41,Uruguay,GK,Guaraní,Primera División,1.0,90000.0,500.0,194000.0,66,66,1,,,,,,,Left,2,1,17,26,14,18,22,43,29.0,32,51,46,45,30,15,15,15,Medium/Medium,Normal (170-185)
R. Becerra,Raúl Oscar Becerra,35,Argentina,ST,Deportivo Cuenca,Liga Pro,1.0,375000.0,500.0,806000.0,66,66,1,53.0,68.0,46.0,63.0,28.0,67.0,Right,3,3,69,52,44,66,65,50,54.0,65,82,54,53,58,21,30,69,High/Medium,Lean (185+)
N. Paz,Nehuén Mario Paz,30,Argentina,CB,Universidad Católica,Primera Division,1.0,700000.0,3000.0,980000.0,66,66,1,33.0,41.0,53.0,50.0,65.0,73.0,Left,3,2,30,59,58,51,54,39,57.0,53,88,32,34,32,67,65,49,Low/Medium,Normal (185+)
Simy,Simeon Tochukwu Nwankwo,31,Nigeria,ST,Salernitana,Serie A,1.0,725000.0,10000.0,1300000.0,66,66,1,51.0,69.0,45.0,59.0,28.0,76.0,Right,3,2,69,57,28,56,60,46,71.0,64,84,50,52,69,20,28,71,Medium/Low,Lean (185+)
E. Ofori,Ebenezer Ofori,28,Ghana,"CDM, CM",Vejle,Superliga,1.0,750000.0,4000.0,938000.0,66,66,1,71.0,55.0,61.0,66.0,61.0,69.0,Left,2,3,52,65,56,63,65,60,64.0,74,65,74,69,78,64,63,60,Medium/Medium,Normal (170-185)
G. Koomson,Gilbert Koomson,28,Ghana,RW,Sandefjord,Eliteserien,1.0,850000.0,2000.0,1100000.0,66,66,1,85.0,60.0,60.0,67.0,37.0,62.0,Right,3,3,61,60,59,66,65,60,69.0,68,61,84,86,80,39,38,65,Medium/Low,Normal (170-185)
P. Jaroszyński,Paweł Kamil Jaroszyński,28,Poland,"LWB, LM, CB",Cracovia Kraków,Ekstraklasa,1.0,775000.0,3000.0,1000000.0,66,66,1,59.0,47.0,62.0,62.0,64.0,70.0,Left,3,2,43,66,66,61,63,52,60.0,66,74,60,59,64,64,64,51,High/Medium,Stocky (170-185)
O. Diakhité,Oumar Diakhité,29,Senegal,CB,Osnabrück,2. Bundesliga,2.0,725000.0,4000.0,1100000.0,66,66,1,70.0,40.0,45.0,49.0,64.0,76.0,Right,2,2,34,51,31,45,52,46,60.0,63,83,57,80,47,62,66,33,Low/Medium,Normal (185+)
M. Harness,Marcus Anthony Harness,27,England,"LM, LW, RM",Ipswich Town,Championship,2.0,900000.0,6000.0,1700000.0,66,66,1,85.0,62.0,60.0,67.0,38.0,55.0,Right,4,4,63,62,60,64,65,60,63.0,70,54,85,85,85,41,40,62,Medium/Medium,Normal (170-185)
M. Bemammer,Mohammed Ali Bemammer,33,Morocco,CDM,NorthEast United,Super League,1.0,425000.0,500.0,574000.0,66,66,1,57.0,39.0,53.0,50.0,64.0,82.0,Right,3,2,34,62,42,41,57,50,55.0,89,77,54,59,51,62,63,34,Low/High,Normal (170-185)
E. Babayan,Edgar Babayan,27,Armenia,"LM, RM",Randers,Superliga,1.0,900000.0,5000.0,1100000.0,66,66,1,80.0,58.0,61.0,68.0,42.0,65.0,Right,4,3,55,62,62,67,68,65,66.0,65,64,81,80,74,42,40,64,Medium/Low,Lean (170-185)
A. Lundqvist,Adam Stefan Lundqvist,29,Sweden,LB,Austin,Major League Soccer,1.0,750000.0,2000.0,1100000.0,66,66,1,67.0,52.0,63.0,62.0,63.0,58.0,Left,2,2,42,62,63,55,65,65,68.0,71,48,69,66,74,64,65,48,High/Medium,Lean (170-185)
Moi Delgado,Moisés Delgado López,29,Spain,"LB, LWB",Racing Ferrol,La Liga 2,2.0,750000.0,2000.0,1200000.0,66,66,1,81.0,35.0,57.0,64.0,59.0,65.0,Left,3,2,25,58,65,60,62,52,62.0,79,59,80,82,82,60,59,49,High/Medium,Normal (170-185)
H. Friðjónsson,Hólmbert Aron Friðjónsson,30,Iceland,ST,Holstein Kiel,2. Bundesliga,2.0,850000.0,8000.0,1300000.0,66,66,1,60.0,67.0,48.0,57.0,35.0,75.0,Left,3,2,69,52,40,57,59,55,64.0,60,86,54,65,54,34,25,69,Medium/Low,Normal (185+)
D. O'Shaughnessy,Daniel Michael O'Shaughnessy,28,Finland,CB,Karlsruher SC,2. Bundesliga,2.0,725000.0,5000.0,1200000.0,66,66,1,52.0,39.0,57.0,51.0,66.0,73.0,Left,2,2,34,63,56,45,59,53,58.0,65,80,49,54,47,67,67,35,Medium/Medium,Normal (185+)
S. Skrabb,Simon Ivar Alexander Skrabb,28,Finland,"RW, CAM",Kalmar,Allsvenskan,1.0,850000.0,2000.0,1100000.0,66,66,1,67.0,65.0,64.0,67.0,51.0,63.0,Left,2,3,64,64,66,66,67,63,62.0,65,63,67,67,71,44,51,67,High/Medium,Normal (170-185)
K. Dempsey,Kyle Michael Dempsey,27,England,"CM, CAM",Bolton Wanderers,League One,3.0,900000.0,5000.0,1600000.0,66,66,1,72.0,60.0,64.0,65.0,61.0,72.0,Right,3,3,60,67,59,64,65,65,67.0,91,62,74,70,69,60,63,64,High/High,Lean (170-185)
Kim Gyeong Min,김경민 金京闽,31,Korea Republic,GK,Gwangju,K League 1,1.0,450000.0,1000.0,563000.0,66,66,1,,,,,,,Right,3,1,19,30,16,16,20,29,56.0,26,58,49,49,40,22,18,11,Medium/Medium,Normal (185+)
R. Kurzawa,Rafał Maciej Kurzawa,30,Poland,"LM, RM, CDM",Pogoń Szczecin,Ekstraklasa,1.0,825000.0,3000.0,1100000.0,66,66,1,52.0,65.0,69.0,66.0,61.0,58.0,Left,2,3,63,69,70,65,68,68,69.0,65,62,51,52,68,61,65,67,Medium/Medium,Normal (170-185)
Wang Tong,王彤,30,China PR,RB,Shandong Taishan,Super League,1.0,725000.0,6000.0,1100000.0,66,66,1,79.0,50.0,60.0,62.0,60.0,69.0,Right,3,2,55,65,64,61,57,60,53.0,85,66,81,78,77,65,58,58,Low/Medium,Lean (170-185)
Lee Ju Yong,이주용 李周勇,30,Korea Republic,"LWB, LB",Jeju United,K League 1,1.0,725000.0,2000.0,906000.0,66,66,1,80.0,58.0,57.0,65.0,58.0,69.0,Left,3,2,57,58,66,65,61,54,65.0,69,72,81,80,76,57,59,65,High/Medium,Normal (170-185)
P. Strand,Petter Dahle Strand,28,Norway,CM,Vålerenga,Eliteserien,1.0,850000.0,2000.0,1100000.0,66,66,1,77.0,60.0,63.0,68.0,63.0,72.0,Right,3,3,55,65,57,65,67,64,62.0,89,67,79,76,84,62,66,62,High/High,Lean (170-185)
Jiang Zhipeng,姜至鹏,34,China PR,"LB, LWB, LM",Wuhan Three Towns,Super League,1.0,325000.0,4000.0,504000.0,66,66,1,63.0,60.0,66.0,65.0,63.0,60.0,Left,2,3,55,61,72,67,60,70,62.0,67,60,60,65,70,64,65,68,High/Medium,Normal (170-185)
L. Gooch,Lynden Jack Gooch,27,United States,"RB, RWB, RM",Stoke City,Championship,2.0,825000.0,8000.0,1600000.0,66,66,1,81.0,60.0,61.0,65.0,58.0,76.0,Right,4,3,61,62,60,62,62,62,64.0,73,76,80,81,83,55,60,54,High/High,Normal (170-185)
R. Coly,Racine Coly,27,Senegal,"LB, LWB",İstanbulspor,Super Lig,1.0,825000.0,4000.0,1600000.0,66,66,1,76.0,44.0,56.0,61.0,62.0,70.0,Left,2,2,38,62,62,58,60,43,62.0,65,71,75,76,72,62,63,59,Low/Medium,Lean (185+)
Álvaro Bustos,Álvaro Bustos Sandoval,28,Spain,"LM, LB",Alcorcón,La Liga 2,2.0,850000.0,3000.0,1300000.0,66,66,1,77.0,62.0,63.0,65.0,50.0,56.0,Left,3,3,62,64,65,64,66,61,58.0,63,51,76,77,72,43,51,59,Medium/Medium,Normal (170-185)
Z. Yavru,Zeki Yavru,31,Turkey,"RB, CDM, CB",Samsunspor,Super Lig,1.0,625000.0,4000.0,1300000.0,66,66,1,66.0,60.0,61.0,65.0,62.0,68.0,Right,2,2,51,63,66,64,63,48,65.0,77,66,68,64,71,63,63,62,High/Medium,Normal (170-185)
B. Mitrea,Bogdan Alexandru Mitrea,35,Romania,CB,Universitatea Cluj,Liga 1,1.0,230000.0,2000.0,311000.0,66,66,1,54.0,55.0,56.0,49.0,66.0,74.0,Left,2,2,50,57,52,43,52,55,66.0,59,82,52,55,51,67,66,46,Medium/High,Normal (185+)
A. Mateiu,Alexandru Mateiu,33,Romania,"CDM, CM",Universitatea Craiova,Liga 1,1.0,425000.0,4000.0,574000.0,66,66,1,62.0,64.0,64.0,68.0,61.0,70.0,Right,3,2,55,68,60,67,68,61,65.0,77,70,63,62,72,62,63,58,Medium/Medium,Normal (170-185)
O. Johansson,Oscar Johansson,28,Sweden,"RM, CM",Värnamo,Allsvenskan,1.0,850000.0,1000.0,1100000.0,66,66,1,74.0,58.0,62.0,65.0,46.0,68.0,Right,3,3,59,64,63,63,65,61,59.0,83,62,75,73,74,44,50,63,High/High,Normal (170-185)
T. Rieder,Tim Rieder,29,Germany,CDM,1860 München,3. Liga,3.0,725000.0,2000.0,1100000.0,66,66,1,62.0,33.0,51.0,53.0,65.0,76.0,Right,3,2,27,64,47,39,67,39,59.0,81,76,61,62,60,64,66,29,Medium/High,Normal (185+)
A. Vural,Ali Şaşal Vural,32,Turkey,GK,Sivasspor,Super Lig,1.0,425000.0,4000.0,850000.0,66,66,1,,,,,,,Right,2,1,20,31,17,16,22,44,56.0,26,65,47,44,31,15,15,13,Medium/Medium,Normal (185+)
S. Jacob,Sebastian Jacob,30,Germany,"ST, CAM",Saarbrücken,3. Liga,3.0,850000.0,3000.0,1200000.0,66,66,1,72.0,64.0,55.0,67.0,29.0,67.0,Right,3,2,66,63,40,66,68,67,66.0,70,71,70,74,70,30,21,68,High/Medium,Normal (170-185)
V. Vasić,Vaso Vasić,33,Serbia,GK,Luzern,Super League,1.0,275000.0,3000.0,399000.0,66,66,1,,,,,,,Right,3,1,10,22,17,12,17,48,26.0,24,66,45,48,35,21,19,18,Medium/Medium,Normal (185+)
Ricardinho,Ricardo José Veiga Varzim Miranda,29,Portugal,"RB, CB, RWB",Voluntari,Liga 1,1.0,750000.0,4000.0,1000000.0,66,66,1,70.0,55.0,59.0,60.0,63.0,70.0,Right,3,2,56,64,58,53,63,56,62.0,68,73,69,70,68,65,64,56,Medium/Medium,Normal (170-185)
A. Vilches,Hugo Alejandro Héctor Vilches Manuguian,31,Chile,ST,Ñublense,Primera Division,1.0,725000.0,3000.0,979000.0,66,66,1,66.0,65.0,52.0,64.0,21.0,67.0,Right,3,3,66,57,35,63,66,59,64.0,62,79,66,66,65,16,16,68,Medium/Medium,Normal (170-185)
C. Psyché,Christophe Psyché,34,France,CB,Tromsø,Eliteserien,1.0,275000.0,2000.0,344000.0,66,66,1,37.0,40.0,50.0,49.0,63.0,79.0,Right,3,2,34,60,38,42,55,38,57.0,67,89,38,36,48,64,62,38,Low/Medium,Stocky (185+)
B. Bahn,Bentley Baxter Bahn,30,Germany,"CM, CAM, CDM",Waldhof Mannheim,3. Liga,3.0,825000.0,2000.0,1200000.0,66,66,1,74.0,64.0,68.0,70.0,51.0,62.0,Right,3,3,60,67,71,68,70,68,62.0,83,56,79,69,81,58,49,60,Medium/Medium,Lean (170-185)
Ba Dun,巴顿,27,China PR,"LM, RM",Tianjin Jinmen Tiger,Super League,1.0,900000.0,3000.0,1400000.0,66,66,1,85.0,61.0,58.0,66.0,41.0,66.0,Right,2,3,59,58,58,67,61,60,58.0,74,63,86,85,87,37,36,60,Medium/Low,Lean (170-185)
Wang Jinxian,汪晋贤,27,China PR,"LM, CM",Changchun Yatai,Super League,1.0,900000.0,6000.0,1400000.0,66,66,1,81.0,51.0,59.0,65.0,48.0,66.0,Right,3,3,54,60,62,66,59,62,53.0,75,62,84,79,76,52,48,65,Medium/High,Lean (170-185)
Wang Shenchao,王燊超,34,China PR,"RB, CB",Shanghai Port,Super League,1.0,325000.0,6000.0,504000.0,66,66,1,72.0,33.0,54.0,59.0,62.0,70.0,Right,4,3,27,60,59,57,58,45,65.0,84,66,74,70,62,60,64,60,High/High,Lean (170-185)
Cai Huikang,蔡慧康,33,China PR,"CDM, CM",Shanghai Port,Super League,1.0,425000.0,6000.0,659000.0,66,66,1,44.0,53.0,55.0,60.0,65.0,79.0,Right,3,3,51,64,41,57,64,58,60.0,84,80,51,38,55,63,64,52,Low/High,Stocky (170-185)
Yin Hongbo,尹鸿博,33,China PR,"RM, CM",Meizhou Hakka,Super League,1.0,525000.0,4000.0,814000.0,66,66,1,69.0,59.0,66.0,66.0,53.0,66.0,Left,2,3,60,69,64,66,65,66,57.0,72,65,74,64,68,57,55,60,Medium/Medium,Lean (170-185)
Li Ang,李昂,29,China PR,"CB, LB",Shanghai Port,Super League,1.0,725000.0,7000.0,1100000.0,66,66,1,56.0,58.0,61.0,56.0,63.0,80.0,Left,3,2,48,62,57,51,58,56,60.0,77,87,59,53,60,63,64,54,High/Medium,Stocky (185+)
J. Günther-Schmidt,Julian Günther-Schmidt,28,Germany,"CAM, ST",Saarbrücken,3. Liga,3.0,850000.0,3000.0,1200000.0,66,66,1,71.0,65.0,65.0,67.0,45.0,73.0,Right,3,3,65,67,64,65,67,67,65.0,74,77,68,74,72,47,40,64,Medium/Medium,Normal (170-185)
M. Maigaard,Mikkel Maigaard Jakobsen,27,Denmark,"RM, LM, CM",Sarpsborg 08,Eliteserien,1.0,900000.0,2000.0,1100000.0,66,66,1,62.0,60.0,65.0,65.0,54.0,66.0,Right,4,3,58,67,62,64,67,66,63.0,79,63,59,64,63,49,58,67,Medium/Medium,Normal (170-185)
V. Jacob,Valentin Jacob,29,France,"CAM, LM, CM",Ajaccio,Ligue 2,2.0,850000.0,3000.0,1500000.0,66,66,1,78.0,64.0,66.0,66.0,42.0,47.0,Right,2,3,59,70,61,63,68,65,47.0,73,40,82,74,78,40,49,62,Medium/Medium,Normal (170-)
