short_name,club_name,nationality_name,position_group,age,overall,potential,international_reputation,pace,shooting,passing,dribbling,defending,physic,weak_foot,skill_moves,value_eur,display_label
João Bruinheira,América Mineiro,Brazil,Goalkeeper,35,72,72,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,250000.0,João Bruinheira (América Mineiro)
Hugo Rubiães,Fluminense,Brazil,Midfielder,27,72,72,1,67.0,61.0,61.0,69.0,75.0,67.0,3,2,2200000.0,Hugo Rubiães (Fluminense)
O. El Hajjam,Le Havre,Morocco,Defender,32,72,72,1,69.0,45.0,65.0,68.0,72.0,75.0,3,3,1600000.0,O. El Hajjam (Le Havre)
F. Stojković,LASK Linz,Montenegro,Defender,30,72,72,1,70.0,42.0,67.0,66.0,69.0,79.0,3,2,2000000.0,F. Stojković (LASK Linz)
Y. Salmier,Le Havre,France,Defender,30,72,72,1,35.0,28.0,53.0,55.0,72.0,80.0,3,2,1900000.0,Y. Salmier (Le Havre)
João Bardinho,América Mineiro,Brazil,Defender,27,72,72,1,71.0,58.0,71.0,73.0,68.0,62.0,4,3,2300000.0,João Bardinho (América Mineiro)
M. Murillo,Olympique de Marseille,Panama,Defender,27,72,72,1,82.0,57.0,66.0,68.0,67.0,73.0,3,3,2300000.0,M. Murillo (Olympique de Marseille)
E. Shomurodov,Cagliari,Uzbekistan,Forward,28,72,72,1,78.0,71.0,63.0,73.0,39.0,70.0,4,3,2400000.0,E. Shomurodov (Cagliari)
J. Bynoe-Gittens,Borussia Dortmund,England,Midfielder,18,71,86,1,88.0,59.0,58.0,80.0,24.0,52.0,3,4,4400000.0,J. Bynoe-Gittens (Borussia Dortmund)
M. Tel,FC Bayern München,France,Forward,18,71,86,1,76.0,74.0,62.0,75.0,26.0,60.0,4,4,4400000.0,M. Tel (FC Bayern München)
D. Doué,Rennes,France,Midfielder,18,71,86,1,77.0,66.0,65.0,76.0,33.0,55.0,3,4,4400000.0,D. Doué (Rennes)
M. Soulé,Frosinone,Argentina,Forward,20,71,85,1,75.0,63.0,71.0,78.0,36.0,43.0,4,4,4500000.0,M. Soulé (Frosinone)
Sávio,Girona,Brazil,Midfielder,19,71,85,1,81.0,63.0,66.0,72.0,30.0,47.0,2,4,4400000.0,Sávio (Girona)
S. Iling-Junior,Juventus,England,Midfielder,19,71,85,1,79.0,60.0,69.0,75.0,37.0,55.0,4,3,4400000.0,S. Iling-Junior (Juventus)
J. Trafford,Burnley,England,Goalkeeper,20,71,84,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,4000000.0,J. Trafford (Burnley)
L. Costa,Toulouse,Cape Verde Islands,Defender,22,71,83,1,48.0,32.0,49.0,47.0,72.0,74.0,2,2,4300000.0,L. Costa (Toulouse)
Pacheco,Real Sociedad,Spain,Defender,22,71,83,1,52.0,22.0,51.0,49.0,71.0,69.0,3,2,4300000.0,Pacheco (Real Sociedad)
L. Pirola,Salernitana,Italy,Defender,21,71,83,1,64.0,42.0,52.0,58.0,72.0,68.0,3,2,4300000.0,L. Pirola (Salernitana)
M. Perrone,Las Palmas,Argentina,Midfielder,20,71,83,1,66.0,54.0,66.0,74.0,67.0,62.0,3,2,4500000.0,M. Perrone (Las Palmas)
S. Kumbedi,Olympique Lyonnais,France,Defender,18,71,83,1,82.0,42.0,62.0,72.0,65.0,62.0,3,2,4200000.0,S. Kumbedi (Olympique Lyonnais)
F. Pellistri,Manchester United,Uruguay,Forward,21,71,82,1,81.0,64.0,65.0,75.0,33.0,63.0,3,3,4200000.0,F. Pellistri (Manchester United)
B. Soppy,Torino,France,Defender,21,71,82,1,78.0,50.0,64.0,68.0,65.0,74.0,3,2,4000000.0,B. Soppy (Torino)
M. John,TSG Hoffenheim,Germany,Defender,21,71,82,1,74.0,53.0,69.0,72.0,63.0,57.0,3,2,4000000.0,M. John (TSG Hoffenheim)
Jesús Vázquez,Valencia,Spain,Defender,20,71,82,1,72.0,50.0,65.0,68.0,68.0,63.0,2,2,3900000.0,Jesús Vázquez (Valencia)
Kaio Jorge,Frosinone,Brazil,Forward,21,71,82,1,70.0,70.0,59.0,76.0,25.0,60.0,3,3,4200000.0,Kaio Jorge (Frosinone)
Ilias,Villarreal,Spain,Forward,19,71,82,1,71.0,67.0,66.0,73.0,21.0,45.0,4,4,4000000.0,Ilias (Villarreal)
A. Zanoli,Napoli,Italy,Defender,22,71,82,1,73.0,40.0,62.0,69.0,68.0,70.0,3,2,4000000.0,A. Zanoli (Napoli)
L. Yoro,Lille,France,Defender,17,71,82,1,58.0,40.0,56.0,58.0,72.0,66.0,3,2,3600000.0,L. Yoro (Lille)
L. Cacace,Empoli,New Zealand,Defender,22,71,81,1,75.0,62.0,65.0,69.0,67.0,77.0,4,3,4000000.0,L. Cacace (Empoli)
M. Diarra,Toulouse,Mali,Defender,22,71,81,1,67.0,32.0,57.0,62.0,71.0,73.0,2,2,4000000.0,M. Diarra (Toulouse)
R. Calafiori,Bologna,Italy,Defender,21,71,81,1,69.0,48.0,58.0,69.0,68.0,79.0,3,3,4000000.0,R. Calafiori (Bologna)
D. Ndoye,Bologna,Switzerland,Midfielder,22,71,81,1,81.0,65.0,64.0,73.0,45.0,66.0,3,3,4200000.0,D. Ndoye (Bologna)
Arribas,Almería,Spain,Midfielder,21,71,81,1,62.0,73.0,65.0,74.0,32.0,50.0,3,3,4200000.0,Arribas (Almería)
Diego López,Valencia,Spain,Midfielder,21,71,81,1,74.0,67.0,67.0,70.0,34.0,52.0,4,3,4200000.0,Diego López (Valencia)
Marquinhos,Nantes,Brazil,Forward,20,71,81,1,79.0,61.0,64.0,75.0,33.0,56.0,3,3,4100000.0,Marquinhos (Nantes)
Tiago Santos,Lille,Portugal,Defender,20,71,81,1,81.0,44.0,64.0,74.0,66.0,55.0,3,3,3900000.0,Tiago Santos (Lille)
L. Banda,Lecce,Zambia,Forward,22,71,81,1,89.0,64.0,60.0,76.0,30.0,44.0,2,3,4200000.0,L. Banda (Lecce)
H. Massengo,Burnley,France,Midfielder,21,71,80,1,70.0,48.0,66.0,74.0,69.0,66.0,3,3,4000000.0,H. Massengo (Burnley)
L. Agoumé,Inter,France,Midfielder,21,71,80,1,61.0,54.0,68.0,72.0,67.0,70.0,3,3,4000000.0,L. Agoumé (Inter)
B. Teixeira,Sturm Graz,Cape Verde Islands,Forward,22,71,80,1,82.0,69.0,65.0,76.0,48.0,70.0,3,4,4200000.0,B. Teixeira (Sturm Graz)
E. Millot,VfB Stuttgart,France,Midfielder,20,71,80,1,73.0,63.0,69.0,76.0,54.0,45.0,3,4,4100000.0,E. Millot (VfB Stuttgart)
N. Mbuku,FC Augsburg,France,Forward,21,71,80,1,77.0,65.0,70.0,77.0,35.0,54.0,2,4,4200000.0,N. Mbuku (FC Augsburg)
N. Nkounkou,Eintracht Frankfurt,France,Defender,22,71,80,1,82.0,44.0,62.0,68.0,65.0,73.0,2,3,4000000.0,N. Nkounkou (Eintracht Frankfurt)
E. Touré,Atalanta,Mali,Forward,21,71,80,1,70.0,71.0,61.0,70.0,23.0,65.0,3,3,4200000.0,E. Touré (Atalanta)
M. Lovato,Salernitana,Italy,Defender,23,71,80,1,69.0,30.0,52.0,60.0,72.0,71.0,3,2,3900000.0,M. Lovato (Salernitana)
A. Martegani,Salernitana,Argentina,Midfielder,23,71,80,1,70.0,69.0,69.0,74.0,50.0,62.0,3,4,4200000.0,A. Martegani (Salernitana)
A. Sangante,Le Havre,Senegal,Defender,21,71,80,1,58.0,33.0,56.0,57.0,71.0,75.0,3,2,3900000.0,A. Sangante (Le Havre)
J. Rak-Sakyi,Crystal Palace,England,Forward,20,71,80,1,84.0,66.0,63.0,75.0,24.0,53.0,4,3,4100000.0,J. Rak-Sakyi (Crystal Palace)
Pubill,Almería,Spain,Defender,20,71,80,1,75.0,56.0,61.0,66.0,66.0,78.0,3,2,3900000.0,Pubill (Almería)
D. Coppola,Hellas Verona,Italy,Defender,19,71,80,1,60.0,40.0,55.0,51.0,72.0,69.0,3,2,3800000.0,D. Coppola (Hellas Verona)
H. Smolčić,Eintracht Frankfurt,Croatia,Defender,22,71,80,1,68.0,28.0,46.0,58.0,72.0,73.0,3,2,3900000.0,H. Smolčić (Eintracht Frankfurt)
E. Ebosse,Udinese,Cameroon,Defender,24,71,79,1,67.0,35.0,56.0,64.0,72.0,73.0,3,2,3900000.0,E. Ebosse (Udinese)
Chumi,Almería,Spain,Defender,24,71,79,1,48.0,36.0,51.0,57.0,71.0,68.0,3,2,3900000.0,Chumi (Almería)
A. Gallo,Lecce,Italy,Defender,23,71,79,1,81.0,50.0,66.0,68.0,63.0,68.0,2,2,4000000.0,A. Gallo (Lecce)
G. Gaetano,Napoli,Italy,Midfielder,23,71,79,1,61.0,71.0,69.0,71.0,49.0,58.0,3,3,4200000.0,G. Gaetano (Napoli)
N. Ngoumou,Borussia Mönchengladbach,France,Midfielder,23,71,79,1,88.0,65.0,64.0,69.0,33.0,60.0,2,3,4200000.0,N. Ngoumou (Borussia Mönchengladbach)
M. Cham,Clermont,Austria,Midfielder,22,71,79,1,76.0,67.0,65.0,72.0,26.0,47.0,3,3,4200000.0,M. Cham (Clermont)
O. Syrota,Dynamo Kyiv,Ukraine,Defender,23,71,79,1,69.0,27.0,42.0,49.0,73.0,74.0,3,2,3900000.0,O. Syrota (Dynamo Kyiv)
Lucas Pires,Cádiz,Brazil,Defender,22,71,79,1,71.0,41.0,62.0,60.0,67.0,64.0,3,3,4000000.0,Lucas Pires (Cádiz)
E. Bohinen,Salernitana,Norway,Midfielder,24,71,78,1,65.0,62.0,71.0,72.0,68.0,69.0,3,3,3700000.0,E. Bohinen (Salernitana)
Miguel Rubio,Granada,Spain,Defender,25,71,78,1,45.0,29.0,46.0,45.0,70.0,68.0,3,2,3400000.0,Miguel Rubio (Granada)
Vitinho,Burnley,Brazil,Defender,23,71,78,1,83.0,45.0,64.0,73.0,65.0,67.0,4,3,3600000.0,Vitinho (Burnley)
V. Supriaha,Dynamo Kyiv,Ukraine,Forward,23,71,78,1,85.0,70.0,51.0,71.0,19.0,51.0,3,3,3800000.0,V. Supriaha (Dynamo Kyiv)
Mateu Morey,Borussia Dortmund,Spain,Defender,23,71,78,1,71.0,46.0,67.0,75.0,68.0,56.0,3,3,3600000.0,Mateu Morey (Borussia Dortmund)
Ricard,Granada,Spain,Defender,23,71,78,1,76.0,57.0,60.0,67.0,65.0,58.0,3,3,3600000.0,Ricard (Granada)
J. Ngankam,Eintracht Frankfurt,Germany,Forward,22,71,78,1,85.0,70.0,61.0,72.0,27.0,73.0,4,3,3800000.0,J. Ngankam (Eintracht Frankfurt)
J. van Hecke,Brighton & Hove Albion,Netherlands,Defender,23,71,78,1,57.0,45.0,56.0,61.0,72.0,72.0,3,2,3500000.0,J. van Hecke (Brighton & Hove Albion)
M. Svilar,Roma,Serbia,Goalkeeper,23,71,77,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2400000.0,M. Svilar (Roma)
J. Hauge,Eintracht Frankfurt,Norway,Midfielder,23,71,77,1,78.0,67.0,65.0,74.0,40.0,61.0,3,4,3000000.0,J. Hauge (Eintracht Frankfurt)
A. Zerbin,Napoli,Italy,Forward,24,71,77,1,73.0,67.0,67.0,74.0,36.0,65.0,3,3,3000000.0,A. Zerbin (Napoli)
C. Cásseres Jr,Toulouse,Venezuela,Midfielder,23,71,77,1,77.0,60.0,65.0,71.0,71.0,75.0,4,3,2700000.0,C. Cásseres Jr (Toulouse)
Álex Domínguez,Toulouse,Spain,Goalkeeper,24,71,77,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2400000.0,Álex Domínguez (Toulouse)
M. Kaufmann,FC Union Berlin,Denmark,Forward,22,71,77,1,85.0,69.0,54.0,66.0,25.0,70.0,3,3,3000000.0,M. Kaufmann (FC Union Berlin)
D. Bradarić,Salernitana,Croatia,Defender,23,71,77,1,77.0,55.0,65.0,69.0,68.0,66.0,3,3,2800000.0,D. Bradarić (Salernitana)
M. Pieringer,Heidenheim,Germany,Forward,23,71,77,1,66.0,69.0,56.0,67.0,30.0,75.0,3,3,3000000.0,M. Pieringer (Heidenheim)
T. Chong,Luton Town,Netherlands,Midfielder,23,71,76,1,81.0,63.0,67.0,71.0,50.0,63.0,3,4,2800000.0,T. Chong (Luton Town)
M. Hongla,Hellas Verona,Cameroon,Midfielder,25,71,76,1,74.0,69.0,68.0,74.0,65.0,76.0,3,4,2700000.0,M. Hongla (Hellas Verona)
A. Barkok,FSV Mainz 05,Morocco,Midfielder,25,71,76,1,70.0,69.0,66.0,77.0,55.0,66.0,3,4,2800000.0,A. Barkok (FSV Mainz 05)
H. Wolf,Borussia Mönchengladbach,Austria,Midfielder,24,71,76,1,77.0,68.0,67.0,73.0,36.0,68.0,3,3,2800000.0,H. Wolf (Borussia Mönchengladbach)
K. Kouao,Metz,Côte d'Ivoire,Defender,25,71,76,1,77.0,39.0,55.0,69.0,67.0,71.0,3,2,2600000.0,K. Kouao (Metz)
N. Kühn,Rapid Wien,Germany,Midfielder,23,71,76,1,92.0,61.0,63.0,75.0,24.0,50.0,3,3,2800000.0,N. Kühn (Rapid Wien)
J. Deminguet,Strasbourg,France,Midfielder,25,71,76,1,73.0,63.0,71.0,73.0,62.0,74.0,3,3,2700000.0,J. Deminguet (Strasbourg)
Gonzalo Villar,Granada,Spain,Midfielder,25,71,76,1,51.0,57.0,71.0,75.0,66.0,66.0,3,4,2700000.0,Gonzalo Villar (Granada)
D. Schnegg,Sturm Graz,Austria,Defender,24,71,76,1,74.0,56.0,64.0,67.0,68.0,77.0,3,2,2600000.0,D. Schnegg (Sturm Graz)
R. Nteka,Rayo Vallecano,France,Forward,25,71,76,1,72.0,70.0,64.0,71.0,54.0,83.0,3,3,2800000.0,R. Nteka (Rayo Vallecano)
Y. Keitel,SC Freiburg,Germany,Midfielder,23,71,76,1,65.0,48.0,63.0,66.0,69.0,73.0,4,2,2600000.0,Y. Keitel (SC Freiburg)
K. Fischer,VfL Wolfsburg,Germany,Defender,22,71,76,1,76.0,38.0,64.0,68.0,66.0,70.0,4,2,2700000.0,K. Fischer (VfL Wolfsburg)
Fali Candé,Metz,Guinea Bissau,Defender,25,71,76,1,80.0,50.0,62.0,65.0,72.0,77.0,2,2,2500000.0,Fali Candé (Metz)
Pep Chavarría,Rayo Vallecano,Spain,Defender,25,71,76,1,83.0,49.0,64.0,67.0,64.0,75.0,2,3,2600000.0,Pep Chavarría (Rayo Vallecano)
G. Caso,Frosinone,Italy,Forward,24,71,76,1,82.0,68.0,63.0,75.0,27.0,50.0,4,3,2800000.0,G. Caso (Frosinone)
D. Greif,Mallorca,Slovakia,Goalkeeper,26,71,76,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2200000.0,D. Greif (Mallorca)
D. Riznyk,Shakhtar Donetsk,Ukraine,Goalkeeper,24,71,76,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2300000.0,D. Riznyk (Shakhtar Donetsk)
M. Folorunsho,Hellas Verona,Italy,Midfielder,25,71,76,1,72.0,68.0,68.0,71.0,53.0,79.0,3,3,2700000.0,M. Folorunsho (Hellas Verona)
K. Davis,Udinese,England,Forward,25,71,75,1,68.0,69.0,54.0,71.0,43.0,83.0,2,3,2600000.0,K. Davis (Udinese)
N. Schmidt,Toulouse,Germany,Midfielder,25,71,75,1,63.0,70.0,73.0,74.0,53.0,66.0,5,3,2600000.0,N. Schmidt (Toulouse)
A. Touba,Lecce,Algeria,Defender,25,71,75,1,74.0,53.0,63.0,65.0,68.0,82.0,3,2,2300000.0,A. Touba (Lecce)
M. Roerslev,Brentford,Denmark,Defender,24,71,75,1,69.0,45.0,65.0,67.0,65.0,69.0,3,3,2500000.0,M. Roerslev (Brentford)
B. Franjić,Darmstadt 98,Croatia,Midfielder,23,71,75,1,75.0,50.0,62.0,65.0,69.0,77.0,3,2,2400000.0,B. Franjić (Darmstadt 98)
Ruan,Sassuolo,Brazil,Defender,24,71,75,1,63.0,29.0,44.0,59.0,73.0,65.0,2,2,2400000.0,Ruan (Sassuolo)
T. Horvat,Sturm Graz,Slovenia,Midfielder,24,71,75,1,71.0,67.0,71.0,73.0,51.0,66.0,3,3,2700000.0,T. Horvat (Sturm Graz)
A. Blin,Lecce,France,Midfielder,26,71,74,1,37.0,53.0,63.0,63.0,68.0,77.0,3,2,2200000.0,A. Blin (Lecce)
F. Bonazzoli,Hellas Verona,Italy,Forward,26,71,74,1,70.0,72.0,62.0,72.0,28.0,60.0,2,3,2500000.0,F. Bonazzoli (Hellas Verona)
B. Innocent,Lorient,Nigeria,Midfielder,27,71,74,1,72.0,43.0,57.0,68.0,68.0,84.0,2,3,2200000.0,B. Innocent (Lorient)
B. Boutobba,Clermont,France,Midfielder,24,71,74,1,75.0,69.0,69.0,76.0,22.0,41.0,4,4,2600000.0,B. Boutobba (Clermont)
M. Andersen,Luton Town,Denmark,Defender,25,71,74,1,47.0,34.0,45.0,50.0,70.0,82.0,4,2,2200000.0,M. Andersen (Luton Town)
Wiliam Santinho,Fluminense,Brazil,Goalkeeper,27,71,74,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1800000.0,Wiliam Santinho (Fluminense)
C. Mepham,AFC Bournemouth,Wales,Defender,25,71,74,1,56.0,37.0,55.0,60.0,72.0,72.0,3,2,2200000.0,C. Mepham (AFC Bournemouth)
H. Mendes,Almería,Guinea Bissau,Defender,25,71,74,1,72.0,42.0,61.0,64.0,70.0,72.0,3,2,2300000.0,H. Mendes (Almería)
F. Jensen,FC Augsburg,Finland,Midfielder,25,71,74,1,74.0,68.0,68.0,73.0,51.0,69.0,3,3,2500000.0,F. Jensen (FC Augsburg)
C. Operi,Le Havre,Côte d'Ivoire,Defender,26,71,74,1,77.0,53.0,64.0,69.0,65.0,71.0,3,2,2300000.0,C. Operi (Le Havre)
H. Maïga,Metz,Côte d'Ivoire,Midfielder,27,71,74,1,59.0,54.0,65.0,68.0,68.0,81.0,3,2,2200000.0,H. Maïga (Metz)
A. Dønnum,Toulouse,Norway,Midfielder,25,71,74,1,81.0,62.0,65.0,75.0,52.0,70.0,3,4,2500000.0,A. Dønnum (Toulouse)
B. Manu,Darmstadt 98,Ghana,Forward,26,71,74,1,90.0,67.0,63.0,77.0,37.0,70.0,4,4,2500000.0,B. Manu (Darmstadt 98)
L. Maloney,Heidenheim,Germany,Midfielder,23,71,74,1,59.0,44.0,56.0,60.0,71.0,84.0,3,2,2300000.0,L. Maloney (Heidenheim)
S. Scuffet,Cagliari,Italy,Goalkeeper,27,71,73,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1700000.0,S. Scuffet (Cagliari)
G. Lloris,Le Havre,France,Defender,27,71,73,1,40.0,36.0,52.0,55.0,72.0,75.0,3,2,2000000.0,G. Lloris (Le Havre)
B. Tetteh,Metz,Ghana,Forward,25,71,73,1,77.0,68.0,59.0,70.0,30.0,79.0,3,3,2400000.0,B. Tetteh (Metz)
Bernardo,VfL Bochum 1848,Brazil,Defender,28,71,73,1,71.0,53.0,62.0,68.0,71.0,73.0,3,3,1900000.0,Bernardo (VfL Bochum 1848)
R. Gumny,FC Augsburg,Poland,Defender,25,71,73,1,76.0,42.0,60.0,69.0,67.0,69.0,2,2,2200000.0,R. Gumny (FC Augsburg)
K. Bonifazi,Bologna,Italy,Defender,27,71,73,1,47.0,35.0,52.0,56.0,72.0,65.0,5,2,2000000.0,K. Bonifazi (Bologna)
D. Bronn,Salernitana,Tunisia,Defender,28,71,73,1,61.0,61.0,66.0,62.0,71.0,75.0,3,2,1900000.0,D. Bronn (Salernitana)
A. Gomis,Lorient,Senegal,Goalkeeper,29,71,72,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1400000.0,A. Gomis (Lorient)
S. Horvath,LASK Linz,Austria,Midfielder,26,71,72,1,83.0,69.0,70.0,74.0,48.0,58.0,4,3,2200000.0,S. Horvath (LASK Linz)
J. Sambia,Salernitana,France,Defender,26,71,72,1,72.0,68.0,70.0,70.0,67.0,68.0,4,3,2000000.0,J. Sambia (Salernitana)
V. Sierro,Toulouse,Switzerland,Midfielder,27,71,72,1,62.0,61.0,72.0,69.0,66.0,73.0,2,3,2100000.0,V. Sierro (Toulouse)
J. Föhrenbach,Heidenheim,Germany,Defender,27,71,72,1,74.0,39.0,57.0,63.0,69.0,75.0,2,2,2000000.0,J. Föhrenbach (Heidenheim)
A. Hrustić,Hellas Verona,Australia,Midfielder,26,71,72,1,67.0,69.0,73.0,72.0,57.0,67.0,2,3,2200000.0,A. Hrustić (Hellas Verona)
O. Kiteishvili,Sturm Graz,Georgia,Midfielder,27,71,72,1,72.0,67.0,69.0,74.0,67.0,57.0,5,3,2200000.0,O. Kiteishvili (Sturm Graz)
Kirian,Las Palmas,Spain,Midfielder,27,71,72,1,63.0,61.0,69.0,73.0,58.0,70.0,3,3,2100000.0,Kirian (Las Palmas)
M. Al Tamari,Montpellier,Jordan,Midfielder,26,71,72,1,82.0,65.0,63.0,78.0,37.0,56.0,4,3,2200000.0,M. Al Tamari (Montpellier)
A. Mirante,Milan,Italy,Goalkeeper,39,71,71,2,0.0,0.0,0.0,0.0,0.0,0.0,2,1,210000.0,A. Mirante (Milan)
D. Padelli,Udinese,Italy,Goalkeeper,37,71,71,2,0.0,0.0,0.0,0.0,0.0,0.0,2,1,210000.0,D. Padelli (Udinese)
N. Viola,Cagliari,Italy,Midfielder,33,71,71,1,57.0,69.0,76.0,73.0,59.0,65.0,2,3,1200000.0,N. Viola (Cagliari)
F. Fazio,Salernitana,Argentina,Defender,36,71,71,3,32.0,40.0,53.0,52.0,72.0,67.0,3,2,325000.0,F. Fazio (Salernitana)
Raúl Fernández,Granada,Spain,Goalkeeper,35,71,71,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,210000.0,Raúl Fernández (Granada)
J. Steele,Brighton & Hove Albion,England,Goalkeeper,32,71,71,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,925000.0,J. Steele (Brighton & Hove Albion)
J. Fleck,Sheffield United,Scotland,Midfielder,31,71,71,1,62.0,69.0,73.0,73.0,66.0,71.0,2,3,1500000.0,J. Fleck (Sheffield United)
E. Berisha,Empoli,Albania,Goalkeeper,34,71,71,2,0.0,0.0,0.0,0.0,0.0,0.0,2,1,325000.0,E. Berisha (Empoli)
C. Kabasele,Udinese,Belgium,Defender,32,71,71,1,59.0,50.0,51.0,59.0,71.0,73.0,3,2,1200000.0,C. Kabasele (Udinese)
T. Jantschke,Borussia Mönchengladbach,Germany,Defender,33,71,71,2,49.0,41.0,62.0,64.0,73.0,66.0,2,2,900000.0,T. Jantschke (Borussia Mönchengladbach)
Juanpe,Girona,Spain,Defender,32,71,71,1,51.0,37.0,55.0,48.0,70.0,77.0,3,2,1200000.0,Juanpe (Girona)
M. Đurić,Hellas Verona,Bosnia and Herzegovina,Forward,33,71,71,1,40.0,71.0,55.0,61.0,32.0,83.0,4,2,1200000.0,M. Đurić (Hellas Verona)
P. Herrmann,Borussia Mönchengladbach,Germany,Midfielder,32,71,71,2,71.0,72.0,70.0,72.0,34.0,59.0,3,3,1500000.0,P. Herrmann (Borussia Mönchengladbach)
T. Kempe,Darmstadt 98,Germany,Midfielder,34,71,71,1,61.0,73.0,76.0,72.0,55.0,68.0,3,3,875000.0,T. Kempe (Darmstadt 98)
Vitolo,Atlético Madrid,Spain,Midfielder,33,71,71,2,69.0,72.0,69.0,71.0,40.0,68.0,4,3,1200000.0,Vitolo (Atlético Madrid)
G. Baldock,Sheffield United,Greece,Defender,30,71,71,1,75.0,47.0,63.0,69.0,66.0,72.0,3,3,1600000.0,G. Baldock (Sheffield United)
L. Tonelli,Empoli,Italy,Defender,33,71,71,2,50.0,31.0,43.0,58.0,74.0,62.0,3,2,900000.0,L. Tonelli (Empoli)
J. Clark,Luton Town,England,Midfielder,29,71,71,1,71.0,63.0,71.0,73.0,64.0,66.0,4,3,1800000.0,J. Clark (Luton Town)
Abdón Prats,Mallorca,Spain,Forward,30,71,71,1,63.0,73.0,60.0,71.0,29.0,66.0,3,3,1800000.0,Abdón Prats (Mallorca)
B. Sarr,FC Bayern München,Senegal,Defender,31,71,71,2,70.0,69.0,72.0,74.0,66.0,66.0,3,3,1400000.0,B. Sarr (FC Bayern München)
Álvaro Lemos,Las Palmas,Spain,Defender,30,71,71,1,83.0,64.0,64.0,70.0,63.0,80.0,3,3,1600000.0,Álvaro Lemos (Las Palmas)
H. Toffolo,Nottingham Forest,England,Defender,27,71,71,1,73.0,52.0,63.0,65.0,66.0,70.0,2,3,1800000.0,H. Toffolo (Nottingham Forest)
D. Heintz,FC Köln,Germany,Defender,29,71,71,2,54.0,37.0,60.0,58.0,71.0,77.0,3,2,1600000.0,D. Heintz (FC Köln)
A. Bell,Luton Town,Jamaica,Defender,29,71,71,1,77.0,50.0,60.0,67.0,69.0,71.0,3,3,1600000.0,A. Bell (Luton Town)
P. Mpanzu,Luton Town,Congo DR,Midfielder,29,71,71,1,79.0,63.0,66.0,73.0,69.0,82.0,3,3,1800000.0,P. Mpanzu (Luton Town)
B. Osborn,Sheffield United,England,Defender,28,71,71,1,71.0,65.0,70.0,72.0,64.0,61.0,3,3,1700000.0,B. Osborn (Sheffield United)
E. Goldaniga,Cagliari,Italy,Defender,29,71,71,1,53.0,33.0,49.0,55.0,72.0,73.0,3,2,1600000.0,E. Goldaniga (Cagliari)
F. Bredlow,VfB Stuttgart,Germany,Goalkeeper,28,71,71,1,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1300000.0,F. Bredlow (VfB Stuttgart)
T. Goiginger,LASK Linz,Austria,Midfielder,30,71,71,1,77.0,69.0,68.0,69.0,35.0,61.0,3,4,1800000.0,T. Goiginger (LASK Linz)
M. Bani,Genoa,Italy,Defender,29,71,71,1,54.0,19.0,42.0,53.0,73.0,72.0,3,2,1600000.0,M. Bani (Genoa)
K. Ehizibue,Udinese,Nigeria,Defender,28,71,71,1,88.0,57.0,62.0,69.0,65.0,76.0,2,3,1700000.0,K. Ehizibue (Udinese)
M. Coco,Nantes,France,Midfielder,27,71,71,1,79.0,66.0,67.0,72.0,56.0,58.0,3,3,2000000.0,M. Coco (Nantes)
T. Skarke,Darmstadt 98,Germany,Midfielder,26,71,71,1,85.0,68.0,60.0,73.0,45.0,55.0,3,3,2000000.0,T. Skarke (Darmstadt 98)
Jorge Carvallinho,América Mineiro,Brazil,Defender,27,71,71,1,59.0,54.0,58.0,55.0,71.0,75.0,3,2,1700000.0,Jorge Carvallinho (América Mineiro)
Alex das Freitas,América Mineiro,Brazil,Midfielder,23,71,71,1,66.0,55.0,59.0,66.0,72.0,70.0,3,2,1900000.0,Alex das Freitas (América Mineiro)
Antonaldo Vaz,Palmeiras,Brazil,Defender,23,71,71,1,71.0,38.0,62.0,65.0,68.0,68.0,3,2,2000000.0,Antonaldo Vaz (Palmeiras)
Clayton Fildeiras,Goiás,Brazil,Midfielder,27,71,71,1,72.0,68.0,69.0,73.0,46.0,72.0,4,3,2000000.0,Clayton Fildeiras (Goiás)
Carleto Costinha,Fluminense,Brazil,Midfielder,31,71,71,1,82.0,63.0,71.0,73.0,38.0,54.0,4,3,1600000.0,Carleto Costinha (Fluminense)
Mauro Riboas,Bragantino,Brazil,Midfielder,31,71,71,1,66.0,61.0,70.0,73.0,39.0,54.0,3,3,1600000.0,Mauro Riboas (Bragantino)
Thiago Alminxa,Bragantino,Brazil,Forward,31,71,71,1,82.0,67.0,62.0,72.0,25.0,64.0,4,3,1600000.0,Thiago Alminxa (Bragantino)
Ailton Cardenhas,Santos,Brazil,Goalkeeper,23,71,71,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1600000.0,Ailton Cardenhas (Santos)
